sentence,names
Yennefer pretended not to hear them.,['Yennefer']
Geralt stopped his horse to let Niedamir's archers through.,"['Geralt', 'Niedamir']"
"Behind them, a little way off, Borch rode slowly and right behind him, bringing up the rear guard, the Zerrikanians.","['Borch', 'Zerrikanians']"
Geralt waited for them.,['Geralt']
He positioned his mare next to Borch's horse.,['Borch']
They rode on in silence.,[]
"""Witcher,"" Three Jackdaws said suddenly.",['Three Jackdaws']
"""I'd like to ask you a question.""",[]
"""Ask away.""",[]
"""Why don't you turn back?""",[]
The witcher looked at him in silence for a while.,[]
"""You really want to know?""",[]
"""Yes,"" replied Three Jackdaws, turning to him.",['Three Jackdaws']
"""I walk in the column because I'm only a servile golem, only a strand of oakum carried by the wind on the highway.",[]
Where should I go?,[]
Tell me.,[]
For what purpose?,[]
In this company there are plenty of people to talk to.,[]
Some don't even cut short their conversations when I approach them.,[]
"Those that don't like me tell me to my face, rather than talking behind my back.",[]
I accompany them for the same reason that I went with you in the bargemen's inn.,[]
Because it's all the same to me.,[]
I'm not expected to be anywhere in particular.,[]
"There's nothing for me at the end of the road.""",[]
Three Jackdaws cleared his throat.,['Three Jackdaws']
"""At the end of every path, there is a goal, a purpose.",[]
Everybody has one.,[]
"Even you, in spite of your difference.""",[]
"""It is now my turn to ask you a question.""",[]
"""Go for it.""",[]
"""Do you see a goal at the end of your path?""",[]
"""I see one.""",[]
"""Lucky.""",[]
"""It's not a question of luck, Geralt.",['Geralt']
It's all a matter of what you believe and to what you devote yourself.,[]
Nobody can know this better than...,[]
"What witcher?""",[]
"""Nobody stops talking about their ambitions today,"" murmured Geralt.",['Geralt']
"""The ambition of Niedamir consists of conquering Malleore.","['Niedamir', 'Malleore']"
That of Eyck of Denesle to protect the humans from dragons.,['Eyck of Denesle']
Dorregaray feels called to accomplish a diametrically opposite purpose.,[]
"Yennefer cannot fulfil her ambition owing to the changes to which her body has been subjected, and it upsets her.",['Yennefer']
"By the devil, only the Reavers and the dwarves seem not to need ambition.",['Reavers']
They simply want to make a packet.,[]
Perhaps that's why they appeal to me.,[]
"""
34
""No, Geralt of Rivia, it is not they who appeal to you.","['34', 'No, Geralt of Rivia']"
I'm neither blind nor deaf.,[]
You didn't take out your purse to the soft music of their name.,[]
"It seems to me that...""",[]
"""It's in vain,"" the witcher said without anger.",[]
"""I'm sorry.""",[]
"""No need to apologise.""",[]
They stopped their mounts to avoid a collision with the archers of Caingorn who had stopped at the head of the column.,['Caingorn']
"""What's happened?""",[]
Geralt stood up in his stirrups.,['Geralt']
"""Why have we stopped?""",[]
"""I don't know,"" replied Borch, looking around.",['Borch']
"Vea uttered something, looking strangely worried.",[]
"""I'm going to the front,"" declared the witcher.",[]
"""I'll find out.""",[]
"""Wait.""",[]
"""Why?""",[]
"Three Jackdaws remained silent, staring at the ground.",['Three Jackdaws']
"""Why?"" repeated Geralt.",['Geralt']
"""On second thought, go,"" Borch said finally.","['second', 'Borch']"
"""I think perhaps it will be better to.""",[]
"""Why will it be better?"" ""Go.""",[]
The bridge linking up both edges of precipice seemed solid.,[]
It had been constructed with imposing logs of pine resting on a square pillar against which the current broke with crash in long rivulets of foam.,[]
"""Hey, Ripper!"" shouted Boholt, approaching the wagon.","['Ripper', 'Boholt']"
"""Why have you stopped?""",[]
"""I'm not sure about this bridge.""",[]
"""Why are we going this way?""",[]
"Gyllenstiern asked, going up to them.",[]
"""I'm not keen on crossing this bridge with the wagons.",[]
Hey! Shoemaker!,[]
Why go this way?,[]
"The track goes on farther westward!""",[]
The heroic poisoner of Holopole went up to him and took off his sheepskin hat.,['Holopole']
He cut a comical air in his frockcoat covered with an old-fashioned breast-plate dating from at least the time of King Sambuk.,['King Sambuk']
"""This way is shorter, noble lord,"" he replied not to the chancellor but directly to Niedamir, whose face still expressed deathly boredom.",['Niedamir']
"""How's that?"" demanded Gyllenstiern, his face contorted.
",['Gyllenstiern']
"35
Niedamir did not deign to look at the shoemaker.","['35', 'Niedamir']"
"""Well,"" explained Kozojed, indicating the three jagged summits dominating the area.","['Kozojed', 'three']"
"""Over there are Chiava, Big Kestrel and Steed's Tooth.","['Chiava', ""Steed's Tooth""]"
"The track leads towards the ruins of an ancient fortified town, winds around Chiava to the north, and carries on beyond the source of the river.",['Chiava']
"By taking the bridge, we can shorten the way.",[]
We can follow the ravine up to a body of water located between the mountains.,[]
"If we find no trace of the dragon there, we can head eastward to examine the adjacent gulches.",[]
"Even farther eastward, there are flat mountain pastures, then a path leading directly to Caingorn, towards your domains, lord.""",['Caingorn']
"""How did this knowledge of mountains come to you, Kozojed?""",['Kozojed']
Boholt asked.,['Boholt']
"""While planing down clogs?"" ""No, lord.",[]
"I was a shepherd in my youth.""",[]
"""The bridge will hold?""",[]
Boholt got up from his seat and looked down at the foaming river.,['Boholt']
"""The chasm is forty fathoms deep.""",[]
"""It will hold, my lord.""",[]
"""How do you explain the presence of such a bridge in this wild land?""",[]
"""The trolls,"" explained Kozojed, ""constructed this bridge in ancient times to set up a toll.",['Kozojed']
Whoever wanted to cross had to pay a hefty sum.,[]
"But there were rarely any takers, so the trolls packed up and left.",[]
"The bridge remained.""",[]
"""I repeat,"" Gyllenstiern interrupted angrily, ""that we've wagons filled with equipment and food just in case we get stuck in the wilderness.",[]
"Isn't it better to stay on the track?""",[]
"""We can follow the track,"" replied the shoemaker, shrugging, ""but the road will be longer.",[]
The king had expressed his eagerness to battle the dragon.,[]
"He beamed with impatience.""",[]
"""Burned with impatience,"" corrected the chancellor.",[]
"""Burned then.""",[]
the shoemaker acquiesced.,[]
"""All the same, the road will be shorter if we take the bridge.""",[]
"""Well, let's go, Kozojed!"" decided Boholt.","['Kozojed', 'Boholt']"
"""Forward march, you and your troops.",[]
"Where I'm from we have a habit of sending the most valiant first.""",['first']
"""No more than one wagon at a time!""",[]
Gyllenstiern ordered.,[]
"""Agreed!""",[]
Boholt whipped his horses: the wagon clattered onto the logs of the bridge.,[]
"""Look behind us, Ripper!",['Ripper']
"Watch out that our wheels go straight.""",[]
"Geralt stopped his horse, his way barred by the archers of Niedamir, their crimson and yellow jerkins huddled together on a stone gable.","['Geralt', 'Niedamir']"
The witcher's mare snorted.,[]
Then the earth shook.,[]
"The jagged edge of the rocky walls suddenly blurred against the background of the sky and the wall itself issued a dull, palpable roar.
",[]
"36
""Look out!"" shouted Boholt, who had already crossed to the other side of the bridge.","['36', 'Boholt']"
"""Look out!""",[]
"The first stones, still small, began rustling and hitting the slope as it shook with spasms.",['first']
Geralt saw a black fissure forming across the path behind him.,[]
It broke and collapsed into space with a deafening crash.,[]
"""To the horses!"" shouted Gyllenstiern.",[]
"""My lords!",[]
"We have to cross quickly!""",[]
"Niedamir, his head leaning on the mane of his mount, rushed onto the bridge followed by Gyllenstiern and some of the archers.","['Niedamir', 'Gyllenstiern']"
"Behind them, the royal wagon bearing a standard marked with a griffin crashed with a dull thud onto the faltering beams.",[]
"""It's a landslide!",[]
"Get off the path!""",[]
shouted Yarpen Zigrin in the back as he whipped the hindquarters of his horses.,['Yarpen Zigrin']
The dwarves' wagon crashed into some of the archers as it overtook Niedamir's second wagon.,"['Niedamir', 'second']"
"""Move!",[]
Witcher!,[]
"Get out of the way!""",[]
"Eyck of Denesle, sitting stiff and straight, overtook the dwarves' wagon at a gallop.",['Eyck of Denesle']
"If it wasn't for his deathly pale face and jaw clenched in grimace, one might think that the knight errant didn't notice the rocks and stones tumbling down onto the track.",[]
A wild cry went up from a group of archers who remained behind.,[]
Horses neighed.,[]
"Geralt tugged on the reins, his horse rearing.",['Geralt']
"Just in front of him, the earth trembled under the impact of the rocks that hurtled down the slope.",[]
"Rumbling over the stones, the dwarves' wagon jolted just before it reached the bridge and overturned with a crack.",[]
One of its axles broke and a wheel bounced off the balustrade before falling into the turbulence.,['One']
"The witcher's mare, struck by shards of sharp rock, chewed at the bit.",[]
"Geralt tried to jump from his mount, but his boot remained stuck in the stirrup.",['Geralt']
He fell.,[]
The mare neighed and rushed onto the bridge as it wobbled over the gap.,[]
The dwarves ran across shouting and swearing.,[]
"""Faster, Geralt!""","['Faster, Geralt']"
Jaskier shouted over his shoulder as he ran behind the dwarves.,['Jaskier']
"""Jump, witcher!"" shouted Dorregaray, jostling around in the saddle and struggling to control his now wild horse.","['Jump', 'Dorregaray']"
"Behind them, a whole section of path collapsed.",[]
"A cloud of dust went up, created by the landslide and the crashing of Niedamir's wagons as they broke to pieces.",['Niedamir']
The witcher managed to hang on to the straps of the magician's saddlebags.,[]
He heard a scream.,[]
"Yennefer fell with her horse, then rolled aside.",['Yennefer']
"She threw herself to the ground and protected her head with her hands, trying to remain out of reach of the hooves that kicked out blindly.",[]
"The witcher let go to rush toward her, avoiding a rain of stones and jumping over the fissures which formed under his feet.",[]
"Clutching an injured shoulder, Yennefer rose to her knees.",['Yennefer']
Her eyes were wide and there was a cut above her eyebrow.,[]
"Blood trickled down to her earlobe.
",[]
"37
""Get up, Yen!""","['37', 'Yen']"
"""Geralt, look out!""",['Geralt']
"An enormous block of rock, which had broken loose from the wall with a grating noise, came down directly behind them with a thud.",[]
Geralt dropped to shield the sorceress with his body.,['Geralt']
The block exploded and broke into thousands of fragments as fine as wasp stings.,['thousands']
"""Hurry!"" cried Dorregaray.","['Hurry', 'Dorregaray']"
"From his horse, he waved his wand, reducing to dust the other rocks that had come loose from the wall.",[]
"""To the bridge, witcher!""",[]
"Yennefer made a sign with her hand, stretching out her fingers.",['Yennefer']
Nobody understood what she shouted.,[]
Stones evaporated like raindrops on white-hot iron upon the bluish arch which had just formed above their heads.,[]
"""To the bridge, Geralt!"" cried the sorceress.",['Geralt']
"""Follow me!""",[]
They ran behind Dorregaray and some unhorsed archers.,['Dorregaray']
"The bridge swayed and cracked, beams bending, throwing them from one balustrade to the next.",[]
"""Quickly!""",[]
The bridge collapsed all at once with a deafening racket.,[]
"The half that they had just crossed tore itself apart and fell with a crash into the void, taking with it the dwarves' wagon which smashed onto a row of rocks.",['half']
They heard the dreadful neighing of the panicked horses.,[]
"The party that remained on the bridge continued holding on, but Geralt realized that they ran on an increasingly steep slope.",['Geralt']
"Yennefer, breathing heavily, cursed.",['Yennefer']
"""We're falling, Yen!",['Yen']
"Hold on!""",[]
"The rest of the bridge creaked, split apart and swung down like a drawbridge.",[]
"Yennefer and Geralt slid, their fingers clutching at the cracks between the log.","['Yennefer', 'Geralt']"
"Realizing that she was gradually losing her grip, the sorceress gave a shriek.",[]
"Holding on with one hand, Geralt drew his dagger with the other and drove it into a crack before hanging on to it with both hands.",['Geralt']
The joints of his elbows started to strain as Yennefer held on tightly to his sword belt and scabbard that he wore across his back.,['Yennefer']
The bridge gave way and tilted more and more towards the vertical.,[]
"""Yen,"" groaned the witcher.",['Yen']
"""Do something... damn it.",[]
"Cast a spell!""",[]
"""How?"" she replied in a low, hot-tempered growl.",[]
"""I'm holding on with both hands!""",[]
"""Free one of your hands.""",[]
"""I can't...""",[]
"""Hey!"" shouted Jaskier from higher up.",['Jaskier']
"""Can you hang on?",[]
"Hey!""",[]
Geralt didn't consider it helpful to reply.,['Geralt']
"""Throw a rope!"" demanded Jaskier.",['Jaskier']
"""Quickly, god damn it!""
38
The Reavers, the dwarves and Gyllenstiern appeared beside Jaskier.","['38', 'Reavers', 'Gyllenstiern', 'Jaskier']"
"Geralt heard the muffled voice of Boholt: ""Wait a minute.","['Geralt', 'a minute']"
She'll fall soon.,[]
"We'll pull the witcher up afterwards.""",[]
Yennefer hissed like a snake as she clung to Geralt's back.,"['Yennefer', 'Geralt']"
The bandolier bit into the witcher's torso painfully.,[]
"""Yen?",['Yen']
Can you get a hold?,[]
"Can you use your feet?""",[]
"""Yes,"" she groaned.",[]
"""In theory.""",[]
"Geralt looked down at the river boiling between the sharp stones against which rolled a few logs from the bridge, the body of a horse and a corpse dressed in the vivid colours of Caingorn.","['Geralt', 'Caingorn']"
"Amongst the rocks, in the emerald, transparent depths, he saw a body of huge trout moving against the flow.",[]
"""Can you hold on, Yen?""",['Yen']
"""Somewhat... yes..."" ""Pull yourself up.",[]
"You must get a handhold.""",[]
"""No... I can't..."" ""Throw a rope!""",[]
shouted Jaskier.,['Jaskier']
"""Have you all gone mad?",[]
"They're both going to fall!""",[]
"""Wouldn't that be for the best?"" murmured Gyllenstiern quietly.",[]
The bridge trembled and tilted even more.,[]
Geralt began to lose all feeling in his fingers as he gripped the handle of his dagger.,['Geralt']
"""Yen..."" ""Shut up... and stop fidgeting..."" ""Yen?"" ""Don't call me that..."" ""Can you hold on?""",['Yen']
"""No,"" she replied coldly.",[]
"She no longer struggled, she just hung on his back; dead, inert weight.",[]
"""Yen?"" ""Shut up.""","['Yen', 'Shut']"
"""Yen. Forgive me.""",['Yen']
"""No. Never.""",[]
"Something slid along the beams, very quickly, like a snake.
",[]
"39
Radiating a cold and pale light, wriggling and writhing as though it were alive, gracefully groping about with its mobile end, the rope found Geralt's neck, wormed its way under his armpits then formed a loose knot.","['39', 'Geralt']"
"Below Geralt, the sorceress moaned and caught her breath.",['Below Geralt']
The witcher was sure that she was going to burst into tears.,[]
He was mistaken.,[]
"""Look out!""",[]
Jaskier shouted above.,['Jaskier']
"""We'll hoist you up!",[]
Nischuka!,['Nischuka']
Kennet!,['Kennet']
Pull!,[]
"Heave-ho!""",['Heave-ho']
"The rope jerked and tightened around them painfully, making it hard to breathe.",[]
Yennefer signed heavily.,['Yennefer']
"They were pulled up quickly, scraping against the wooden beams.",[]
"Above, Yennefer got to her feet first.","['Yennefer', 'first']"
"VII ""Out of the whole fleet,"" announced Gyllenstiern, ""we saved only a baggage wagon, Majesty, not including that of the Reavers.","['Gyllenstiern', 'Majesty', 'Reavers']"
"Of the escort, only seven archers have survived.",['only seven']
"On the other side of precipice, the path has completely disappeared.",[]
"As far as we can see, to the curve of the cliff, nothing but a pile of rocks and a smooth wall remain.",[]
"It's not known if all the individuals present on the bridge at the time of its collapse still live.""",[]
Niedamir did not answer.,['Niedamir']
"Standing to attention in front of him, Eyck of Denesle fixed him with a fevered gaze.",['Eyck of Denesle']
"""We are incurring the Wrath of the Gods,"" said the knight, raising his arms.",['the Wrath of the Gods']
"""We have sinned, King Niedamir.",['King Niedamir']
It was to be a crusade; a crusade against evil.,[]
"Because the dragon is evil, yes, every dragon is evil incarnate.",[]
Evil is nothing to me: I'll crush it under my foot... destroy it...,[]
"yes, just as is commanded by the Gods and Holy Scripture.""",['the Gods and Holy Scripture']
"""Is he delirious?"" said Boholt, becoming sullen.",['Boholt']
"""I don't know,"" replied Geralt, readjusting his mare's harness.",['Geralt']
"""I didn't understand a thing he said.""",[]
"""Hush,"" demanded Jaskier ""I'm trying to memorize his words.","['Hush', 'Jaskier']"
"They might be able to serve me for my rhymes.""",[]
"""The Holy Book says,"" Eyck continued, all in a rage, ""that a serpent shall appear from the chasm, a dreadful dragon with seven heads and ten horns.","['The Holy Book', 'Eyck', 'seven', 'ten']"
"On its hindquarters shall sit a woman dressed in purple and scarlet, a golden chalice in her hands, and on her forehead shall be inscribed the mark of her profound and complete debasement!""",[]
"""I knew it!""",[]
interrupted Jaskier merrily.,['Jaskier']
"""It's Cilia, the wife of Burgrave Sommerhalder!""","['Cilia', 'Burgrave Sommerhalder']"
"""Keep quiet, sir poet,"" Gyllenstiern commanded.",[]
"""And you, Knight of Denesle, speak further, by the grace of the Gods.""",['Knight of Denesle']
"""In order to fight evil,"" continued Eyck with grandiloquence, ""it is necessary for oneself to have a pure heart and conscience with head held high!",['Eyck']
But whom do we see here?,[]
"Dwarves, pagans who are born in blackness and revere dark powers!",[]
"Blasphemous magicians, assuming divine right, power and privilege!",[]
"A witcher, odious mutant, accursed and unnatural creation.",[]
Are you therefore surprised that punishment smites us?,[]
"Let us cease
40
pushing the limits of divine grace!",['40']
"I urge you, O King, that you purge this vermin from our ranks before...""",[]
"""Not even a single word about me,"" Jaskier interrupted him, complaining.",['Jaskier']
"""No word about poets.",[]
"And yet I tried my best!""",[]
Geralt smiled at Yarpen Zigrin who stroked the sharp edge of the axe that hung on his belt with a slow and steady movement.,"['Geralt', 'Yarpen Zigrin']"
"Amused, the dwarf grinned.",[]
"Yennefer turned her back on the scene ostentatiously, showing greater concern for her dress which had torn up to the hip than for the words of Eyck.","['Yennefer', 'Eyck']"
"""We perhaps went a little too far,"" Dorregaray granted, ""but for noble reasons, Lord Eyck, without a doubt.","['Dorregaray', 'Eyck']"
"I consider, however, your comments regarding magicians, dwarves and witchers unseemly, even if we're used to these types of opinions they are neither polite nor worthy of a knight, Lord Eyck.",['Eyck']
"And I will also add: all the less comprehensible as it was you, and no one else, who a short while ago ran up and threw the magical elven rope which saved the witcher and the sorceress from certain death.",[]
"From what you're now saying, I don't understand why you didn't pray for them to fall instead.""",[]
"""Bloody hell,"" murmured Geralt to Jaskier.",['Geralt']
"""It's him who brought the rope?",[]
Eyck?,['Eyck']
"Not Dorregaray?""",[]
"""No,"" muttered the bard.",[]
"""It was definitely Eyck.""",['Eyck']
Geralt shook his head in disbelief.,[]
Yennefer cursed under her breath and straightened up.,['Yennefer']
"""Knight Eyck,"" she said to him with a smile that all, except Geralt, believed kind and benevolent.","['Knight Eyck', 'Geralt']"
"""Can you explain why?",[]
"I am vermin, but you saved my life?""",[]
"""You are a lady, dear Yennefer.""",['Yennefer']
The knight bowed stiffly.,[]
"""Your charming and sincere face makes me think that one day you will break free of your accursed magic.""",['one day']
Boholt snorted.,['Boholt']
"""I thank you, sir knight,"" Yennefer replied coldly.","['knight', 'Yennefer']"
"""The witcher Geralt also thanks you.",['Geralt']
"Thank him Geralt.""",['Geralt']
"""The devil take me first,"" replied the witcher with absolute sincerity.",['first']
"""Why should I thank him?",[]
I'm only a detestable mutant whose vile face brooks no improvement.,[]
"The Knight Eyck pulled me from the void by accident, only because I was stubbornly held by a lady.",['The Knight Eyck']
"If I'd been alone, Eyck wouldn't even have lifted his little finger.",['Eyck']
"Am I mistaken, knight?""",[]
"""You are mistaken, Lord Geralt,"" replied the knight errant serenely.",['Geralt']
"""I never refuse assistance to those that need it.",[]
"Even a witcher.""",[]
"""Thank him, Geralt.",['Geralt']
"And beg his forgiveness,"" the sorceress told him firmly.",[]
"""Otherwise, you confirm all that Eyck says about you.",['Eyck']
You don't know how to live with others because you're different.,[]
Your presence in this expedition is a mistake.,[]
An absurd purpose brings you here.,[]
It would be more reasonable for us to leave.,[]
I think that you understand this yourself.,[]
"If not, it's high time that you did understand it.""",[]
"""What purpose are you talking about, madam?"" Gyllenstiern intervened.
",[]
"41
The sorceress looked at him without answering.",['41']
"Jaskier and Yarpen Zigrin smiled at each other significantly, but so as not to be seen be the sorceress.","['Jaskier', 'Yarpen Zigrin']"
The witcher fixed his gaze on Yennefer's eyes.,['Yennefer']
They were cold.,[]
"""Please excuse me, Knight of Denesle, my sincere thanks you,"" he announced, bowing his head.",['Knight of Denesle']
"""I also thank all persons present for our hasty rescue.",[]
"Hanging from the bridge, I heard how all and sundry rushed to our assistance.",[]
I beg you all for forgiveness.,[]
"Except for the noble Yennefer, whom I thank without asking anything in return.",['Yennefer']
Goodbye.,[]
"This vermin is leaving the company, because this vermin has had enough of you.",[]
"Take care, Jaskier.""",['Jaskier']
"""Hey, Geralt,"" said Boholt.","['Hey, Geralt', 'Boholt']"
"""Stop acting like a spoiled little girl throwing a tantrum.",[]
There's no need to make a mountain out of a molehill.,[]
"Damn it...""",[]
"""My looords!""",[]
From out of the gorge ran Kozojed and some of the Holopole militiamen who had been sent out to scout the narrows of the ravine.,"['Kozojed', 'Holopole']"
"""What's happening?",[]
"What's wrong with him?"" asked Nischuka, raising his head.",['Nischuka']
"""My lords...",[]
"my... dear lords,"" the shoemaker finally managed, out of breath.",[]
"""Stop wheezing, friend,"" said Gyllenstiern, jamming his thumbs into his gold belt.",['Gyllenstiern']
"""The dragon!",[]
"Over there, the dragon!""",[]
"""Where?"" ""On the other side of the ravine... on the flats... lord...",[]
"It..."" ""To the horses!"" commanded Gyllenstiern.",[]
"""Nischuka!"" shouted Boholt, ""To the wagon!","['Nischuka', 'Boholt']"
"Ripper, to your horse and follow me!""",['Ripper']
"""Get to it, boys!""",[]
yelled Yarpen Zigrin.,['Yarpen Zigrin']
"""Get to it, damn it!""",[]
"""Hey! Wait!""",[]
Jaskier had slung his lute over his shoulder.,['Jaskier']
"""Geralt, take me on your horse!""",['Geralt']
"""Jump on!""",[]
"The ravine ended with a scattering of pale rocks spread increasingly further apart, creating an irregular circle.",[]
"Behind them, the ground sloped slightly before becoming uneven and grassy pasture, enclosed all around by limestone cliffs studded with thousands of holes.",['thousands']
"Three narrow canyons, ancient beds of dried up mountain streams, overlooked the pasture.",['Three']
"Boholt arrived first and, galloping up to the rocky barrier, stopped his horse suddenly and stood up in his stirrups.","['Boholt', 'first']"
"""By the plague,"" he said.",[]
"""By the yellow plague.",[]
This...,[]
"this... it cannot be!""",[]
"""What?"" asked Dorregaray, going up to him.
",['Dorregaray']
"42
Next to him, Yennefer jumped off the Reavers' wagon, pressed her chest up against a large boulder and looked in turn.","['42', 'Yennefer', 'Reavers']"
"She stood back, rubbing her eyes.",[]
"""What?",[]
"What is it?"" shouted Jaskier, trying to see over Geralt's shoulder.","['Jaskier', 'Geralt']"
"""What is it Boholt?""",[]
"""The dragon...",[]
"It's gold.""",[]
"Not more than one hundred paces from the narrowing of the ravine from which they had just emerged, atop a small hillock on the gently sloping path leading to the main northern canyon, sat a creature.","['more than one hundred', 'northern canyon']"
"Resting its narrow head on a rounded chest, it stretched its long and slender neck in a perfect arch, its tail wound around its outstretched paws.",[]
"There was in this creature an ineffable grace, something feline that clearly contradicted its reptilian provenance, for it was, without a doubt, reptilian.","['reptilian', 'reptilian']"
The scales it bore gave the appearance of being finely painted on.,[]
Furiously brilliant light shone in the dragon's bright yellow eyes.,[]
The creature was most certainly gold: from the tips of its claws planted in the earth up to the end of its long tail that moved slowly amongst the thistles proliferating upon the height.,[]
"The creature opened its big, amber, bat-like wings and remained still, looking at them with its huge golden eyes and demanding that they admire it.",[]
"""A golden dragon,"" murmured Dorregaray.",['Dorregaray']
"""It's impossible... a living legend!""",[]
"""For crying out loud, golden dragons don't exist,"" asserted Nischuka, spitting.",['Nischuka']
"""I know what I'm talking about.""",[]
"""What, therefore, do you see upon the height?"" asked Jaskier.",['Jaskier']
"""It's trickery.""",[]
"""An illusion.""",[]
"""It is not an illusion,"" said Yennefer.",['Yennefer']
"""It is a golden dragon,"" added Gyllenstiern.",['Gyllenstiern']
"""Most certainly a golden dragon.""",[]
"""Golden dragons exist only in legends!""",[]
"""Stop,"" Boholt intervened with finality.",[]
"""There's no need to make a fuss.",[]
Any fool can see that we're dealing with a golden dragon.,[]
"What's the difference, my dear lords?",[]
"Gold, speckled, chartreuse or checked?",[]
It's not big.,[]
We can deal with it in less than two.,['less than two']
"Ripper, Nischuka, take the canvas off the wagon, grab the equipment.","['Ripper', 'Nischuka', 'wagon']"
"Gold, not gold; it matters not.""",[]
"""There is a difference, Boholt,"" said Ripper.","['Boholt', 'Ripper']"
"""And an important one.",[]
It's not the dragon we're hunting.,[]
"It's not the one who was poisoned near Holopole and who waits for us in his cavern, sleeping peacefully on precious metals and stones.",['Holopole']
This one is only resting on its arse in the meadow.,[]
"What's the point of dealing with him?""",[]
"""This dragon is gold, Kennet,"" shouted Yarpen Zigrin.","['Kennet', 'Yarpen Zigrin']"
"""Have you seen its like before?",[]
Don't you understand?,[]
We'll get a lot more for its skin that what we could pull in for some pitiful treasure.,[]
"""
43
""And without damaging the market for precious stones,"" added Yennefer with an ugly smile.","['43', 'Yennefer']"
"""Yarpen is right.",['Yarpen']
The contract remains in effect.,[]
"There is still something to share, don't you think?""",[]
"""Hey! Boholt?"" shouted Nischuka from the wagon, noisily grabbing pieces of equipment.","['Hey! Boholt', 'Nischuka']"
What do we use to protect the horses?,[]
"Does a gold lizard spit out fire, acid or steam?""",[]
"""The devil only knows, my dear lords,"" replied Boholt, concerned.",['Boholt']
"""Hey! Magicians!",[]
"Do the legends of golden dragons explain how to slay them?""",[]
"""How should we kill it?",[]
"In the usual way,"" replied Kozojed suddenly, raising his voice.",['Kozojed']
"""There's no time to waste.",[]
Give me an animal.,[]
We shall stuff it with poison then feed it to the lizard.,[]
"That'll do it.""",[]
Dorregaray gave the shoemaker a filthy look.,[]
"Boholt spat, Jaskier looked away grimacing with disgust.",['Jaskier']
"Yarpen Zigrin smiled unpleasantly, hands on hips.",['Yarpen Zigrin']
"""What are you waiting for?""",[]
Kozojed asked.,['Kozojed']
"""It is high time we got down to work.",[]
"We must establish what the decoy will be composed of so that the reptile passes away immediately; we need something horribly noxious, toxic or rotten.""",[]
"""Ah!"" said the dwarf, still smiling.",[]
"""What is toxic, filthy and evil-smelling all at once?",[]
"You mean you don't know, Kozojed?",['Kozojed']
"It seems that it's you, you little shit.""",[]
"""What?"" ""Get out of my sight, boot-buggerer, so I don't have to look at you anymore.""",[]
"""Lord Dorregaray,"" said Boholt, going up to the magician, ""Make yourself useful.",['Boholt']
Do you remember any legends or tales on the subject?,[]
"What do you know about golden dragons? """,[]
"The magician smiled, standing up again in a dignified fashion.",[]
"""What do I know about golden dragons, you ask?",[]
"Not much, but enough.""",[]
"""Speak.""",['Speak']
"""Listen carefully, very carefully: right here in front of us sits a golden dragon.",[]
"A living legend, perhaps the last and only creature of its type to have survived your murderous folly.",[]
Legends should not be killed.,[]
I will not allow you to touch this dragon.,[]
It that understood?,[]
"You can put away your equipment and pack up your saddlebags and go home.""",[]
Geralt was sure that a fight was going to erupt.,['Geralt']
He was wrong.,[]
"Gyllenstiern broke the silence: ""Honourable magician, be careful what you say and to whom you say it.",[]
"King Niedamir can order you, Dorregaray, to pack up your saddlebags and go to hell; note that to suggest the same of him is improper.","['Niedamir', 'Dorregaray']"
"Is that clear?""",[]
"""No,"" the magician replied proudly.",[]
"""It isn't, because I am and remain Master Dorregaray.",['Dorregaray']
"I will not obey the orders of an insignificant king governing a kingdom only visible from the top of a hill and in command an abject, filthy, stinking fortress.",[]
"Did you know, my Lord
44
Gyllenstiern, that with one wave of my hand I can transform you into cowpat, and your vulgar king into something much worse?","['44', 'one']"
"Is that clear?""",[]
Gyllenstiern had no time to reply.,[]
Boholt approached Dorregaray: he grabbed him by the arm and turned him around.,"['Boholt', 'Dorregaray']"
"Nischuka and Ripper, silent and grim-faced, stood right behind Boholt.","['Nischuka', 'Ripper', 'Boholt']"
"""Listen well, sir magician,"" said the huge Reaver quietly.",['Reaver']
"""Listen to me before you wave your hand: I could take the time to tell you, your grace, what I think of your protestations and legends, not to mention your stupid chattering.",[]
But I don't feel like it.,[]
"Content yourself with following answer:"" Boholt cleared his throat, sank a finger into his nostril and snorted onto the magician's shoes.",[]
"Dorregaray turned pale, but did not move.",['Dorregaray']
"He had noticed, as had all the others, the morning star that Nischuka held loosely in his hand.",['Nischuka']
"He knew, as did all the others, that the necessary time to cast a spell was undoubtedly longer than that which Nischuka needed to shatter his head into a thousand pieces.","['Nischuka', 'thousand']"
"""Okay,"" said Boholt.",['Boholt']
"""Now kindly step aside, your grace.",[]
"And if the desire to open your mouth returns, I recommend that you stop up your trap at once with a tuft of grass.",[]
"Because if I hear your babblings once more, I promise you that you'll regret it.""",[]
"Boholt turned his back on him, rubbing his hands.",[]
"""Nischuka, Ripper, get to work or the reptile is going to end up eluding us.""","['Nischuka', 'Ripper']"
"""It doesn't seem intent on escape,"" said Jaskier looking around.",['Jaskier']
"""Look at it"".",[]
"The golden dragon sat on the hillock, yawned, moved its head and wings and struck the earth with its tail.",[]
"""King Niedamir and ye knights!""",['Niedamir']
a voice like the sounding of a brass clarion suddenly roared.,[]
"""I am the dragon Villentretenmerth!",['Villentretenmerth']
"I see that the landslide that I created, and was rather proud of, did not deter you.",[]
So here you are.,[]
